gene	probe	Basal_TNBC_avg	LumA_TNBC_Avg	LumB_TNBC_Avg
ZBTB9	ENSG00000213588.5	0.027879064	0.031945154	0.009901391
RP11-229P13.2	ENSG00000213590.2	0.240325406	0.180353314	0.130089221
AP000662.9	ENSG00000213592.4	0.225934645	0.072822375	0.20694576
TMX2	ENSG00000213593.8	5.337117754	5.297175071	5.524448957
GAPDHP25	ENSG00000213594.4	0.051125786	0.012218039	0.032904804
RP11-112J1.1	ENSG00000213598.4	0.795878895	1.016475167	0.370145289
SLX1A-SULT1A3	ENSG00000213599.8	0.027295624	0.010318178	0.019351678
XXcos-LUCA16.1	ENSG00000213600.3	0.131486627	0.388783489	0.086435253
KRT18P19	ENSG00000213601.3	0.043073356	0.016570906	0.402374925
RP11-444K7.8	ENSG00000213604.4	0.002052026	0	0
AC111200.2	ENSG00000213605.2	0.007633469	0	0
AKR1B10P1	ENSG00000213606.3	0.025723108	0.012437495	0
OR4A45P	ENSG00000213607.4	0	0	0
SLC25A14P1	ENSG00000213608.5	0.053125165	0.012998394	0.032854722
RP11-170M17.2	ENSG00000213609.3	0.859675	0.748842073	0.501075574
FAM220CP	ENSG00000213612.3	0.270477877	0.123853873	0.142543565
RP11-380G5.3	ENSG00000213613.2	0.287719678	0.761345179	0.380215835
HEXA	ENSG00000213614.8	2.802533575	2.87737686	3.112540108
NDUFS3	ENSG00000213619.8	4.279204339	3.732774251	4.13523267
AL121657.4	ENSG00000213620.3	0.033541305	0	0
RPSAP54	ENSG00000213621.3	0.731506887	0.510896701	0.811282334
LEPROT	ENSG00000213625.7	4.275215219	5.328561329	4.346834166
LBH	ENSG00000213626.10	3.951871945	4.961908606	3.891384972
BOLA3P3	ENSG00000213630.3	0.023893124	0	0
ADAT3	ENSG00000213638.5	0.960413973	0.81200332	0.478615942
PPP1CB	ENSG00000213639.8	6.1530318	6.112634019	5.726424586
EEF1DP4	ENSG00000213640.3	0.308508289	0.564156572	0.526275007
RPL7AP4	ENSG00000213641.4	0.039653284	0.015206223	0
RP11-561N12.5	ENSG00000213642.3	0.078877033	0.135851399	0.287101099
VN1R37P	ENSG00000213643.3	0.00958834	0	0
SAPCD2P1	ENSG00000213644.2	0.002130266	0	0
SLC25A1P3	ENSG00000213645.2	0.02432922	0	0
SULT1A4	ENSG00000213648.9	0.003680365	0	0.006587711
RP11-760D2.7	ENSG00000213650.3	0.06674071	0.035962661	0.081218987
HMGB3P30	ENSG00000213652.3	0.010426696	0	0.021294441
RPL22P22	ENSG00000213653.4	0.034877099	0.030526172	0.043143458
GPSM3	ENSG00000213654.8	3.709432098	3.368514159	3.738765909
CTD-2347I17.1	ENSG00000213655.4	0.001380854	0	0
RP11-346D6.4	ENSG00000213657.3	0.175939648	0.030684719	0.084271335
LAT	ENSG00000213658.9	0.195099846	0.19381811	0.148972144
RSU1P3	ENSG00000213659.4	0.034265816	0.028638439	0
RP11-510I6.2	ENSG00000213661.3	0.060888581	0.020763708	0
CTD-2158P22.1	ENSG00000213663.4	0.016174886	0.048019839	0
RPS16P8	ENSG00000213664.4	0.006342733	0.026910997	0
PGGT1BP1	ENSG00000213667.3	0.036928387	0.102686872	0.041446891
RP11-476B13.2	ENSG00000213669.2	0.034763152	0	0
OLA1P2	ENSG00000213671.3	0.018658066	0.00969283	0
NCKIPSD	ENSG00000213672.6	2.988760418	3.3196797	2.74507984
SLC25A5P3	ENSG00000213673.3	0.064143523	0.013231251	0.018792891
ATF6B	ENSG00000213676.9	5.303754458	5.170036823	4.623291573
AC002056.3	ENSG00000213683.4	0.174367618	0	0.076700448
LDHBP2	ENSG00000213684.4	0.100877383	0.012169817	0.016574534
TREX1	ENSG00000213689.8	0	0	0
RP11-513D4.1	ENSG00000213690.3	0.020175466	0	0
SEC14L1P1	ENSG00000213693.4	0.3347744	0.730742232	0.30690797
S1PR3	ENSG00000213694.3	1.787198052	3.085441326	2.193870276
RPS7P14	ENSG00000213695.3	0.402655674	0.540810252	0.171659064
CTBP2P6	ENSG00000213697.3	0.002880151	0	0.010578515
RP1-172N19.4	ENSG00000213698.2	0.003958744	0	0
SLC35F6	ENSG00000213699.7	4.404027089	4.196644427	4.580540414
RPL17P50	ENSG00000213700.3	1.122122608	1.529675814	1.134192477
SETP22	ENSG00000213701.4	0.068487476	0.036126187	0.094063857
RP5-849H19.2	ENSG00000213703.2	0.069593586	0.022243995	0
EEF1A1P15	ENSG00000213704.3	0.02652165	0.017052279	0
AL590762.7	ENSG00000213706.2	0.136359053	0.153306404	0.195685243
HMGB1P10	ENSG00000213707.2	2.154478668	2.062195088	2.810945389
SLC16A14P1	ENSG00000213708.6	0.026953582	0	0
PHBP7	ENSG00000213711.3	0.018117113	0.014995892	0.020409094
PIGCP1	ENSG00000213713.3	1.75938961	1.862477663	2.145386226
FAM209B	ENSG00000213714.1	0.25492072	0.297842039	0.260677379
FABP5P5	ENSG00000213716.3	0.003459902	0	0
AC004692.5	ENSG00000213717.3	0.056489695	0	0.075400628
CLIC1	ENSG00000213719.7	7.527186277	7.14686446	6.860263656
HMGN2P30	ENSG00000213721.3	0.091010697	0.046640474	0.04942664
DDAH2	ENSG00000213722.7	5.071416026	5.124308233	4.173968971
PRDX2P2	ENSG00000213724.3	0.003531557	0.020420914	0
RPS2P52	ENSG00000213726.5	0.027674442	0.014269761	0
LA16c-60G3.7	ENSG00000213727.3	0.004271297	0	0
AC098828.3	ENSG00000213729.3	0.143263181	0.105917042	0
POLD2P1	ENSG00000213730.3	0.026461938	0.011756935	0.033033842
RAB5CP1	ENSG00000213731.2	0.085353873	0.020958792	0.022234455
ANAPC10P1	ENSG00000213735.2	0.052965417	0	0.023178956
RP11-662I13.1	ENSG00000213736.2	0.004660145	0	0
AC007679.1	ENSG00000213739.3	0.019557674	0	0
SERBP1P1	ENSG00000213740.2	0.356099305	0.029933296	0.233506949
RPS29	ENSG00000213741.7	4.863477119	5.316409189	4.425693284
ZNF337-AS1	ENSG00000213742.5	0.449613948	0.568268797	0.757877651
RPS10P14	ENSG00000213744.3	0.067478938	0.023165274	0.025628513
RP13-278H16.2	ENSG00000213747.2	0.00057826	0	0
KB-1683C8.1	ENSG00000213750.4	0.067713334	0.065910816	0.018962086
CTA-268H5.9	ENSG00000213752.3	0.015300849	0.024892857	0
CENPBD1P1	ENSG00000213753.9	2.417479696	2.838281408	2.976921536
RP11-284B18.3	ENSG00000213754.2	0.082547703	0.238927583	0.038494578
RP11-342F17.1	ENSG00000213755.3	0.093821762	0.072006513	0.026456961
CTC-451P13.1	ENSG00000213757.3	1.367895972	1.700688333	0.745852528
UGT2B11	ENSG00000213759.7	0.115397802	0.455210095	0.917865152
ATP6V1G2	ENSG00000213760.9	0.504591007	0.746111209	0.627216717
MT1P1	ENSG00000213761.4	0.441852875	0.185433233	0.30210545
ZNF134	ENSG00000213762.9	2.187721734	3.00376982	2.538374973
ACTBP2	ENSG00000213763.4	0.430305801	0.172232717	0.185795168
FAM210CP	ENSG00000213770.3	0.097507041	0.101506708	0.051237523
KRT8P37	ENSG00000213771.3	0.045206716	0.008274688	0.038921632
EIF1P7	ENSG00000213772.3	0.16536827	0.136652005	0.073816677
AC010904.1	ENSG00000213774.3	0.041576183	0.036573495	0
CTD-2224J9.8	ENSG00000213777.5	0.04787185	0.263155186	0.052853403
HNRNPA1P32	ENSG00000213778.2	0.027139779	0	0.064144272
RP11-452G18.1	ENSG00000213779.4	0.059218089	0	0
GTF2H4	ENSG00000213780.9	1.281049171	0.984453846	1.27448901
PSMC1P2	ENSG00000213781.3	0.013956973	0.010172471	0
DDX47	ENSG00000213782.6	0.448875182	0.588813242	0.419259599
RPL35P4	ENSG00000213783.4	0.022536831	0.035797822	0.050518917
RP11-449L13.2	ENSG00000213785.3	0.058390057	0	0
NHP2P2	ENSG00000213786.3	0.032410836	0	0
RPL7AP38	ENSG00000213787.3	0.013548148	0.01456883	0
OLA1P1	ENSG00000213790.2	0.908167701	0.936332837	0.911033344
RP11-941H19.2	ENSG00000213791.4	0.091011917	0.112424479	0.026977369
ZNF888	ENSG00000213793.4	1.011075712	1.030045697	1.792347248
AC004129.9	ENSG00000213798.3	0.030078386	0	0
ZNF845	ENSG00000213799.9	1.743270258	2.28859066	2.182264957
ZNF816-ZNF321P	ENSG00000213801.4	0.720749218	1.388141483	0.923219245
KLRK1	ENSG00000213809.7	0.185014586	0.203990904	0.347430414
CNN2P4	ENSG00000213816.3	0.015255632	0.012955643	0
RPL13P2	ENSG00000213820.3	0.157593784	0.05420831	0.02512668
CEACAM18	ENSG00000213822.6	0.000156924	0	0
CFL1P5	ENSG00000213830.3	0.402385657	0.626545797	0.644939229
TMX2P1	ENSG00000213839.4	2.555417058	2.685494651	3.172595315
SUGT1P2	ENSG00000213842.2	0.104266645	0.091240834	0.093374688
AC098614.2	ENSG00000213846.4	1.477036751	1.524498487	1.353364189
AC104306.1	ENSG00000213849.3	0.095335707	0.09342011	0
RP11-324J13.1	ENSG00000213851.3	0.185339144	0.052100626	0.047170427
EMP2	ENSG00000213853.8	3.985891581	5.10689357	5.150483598
CNN2P6	ENSG00000213854.3	0.006234397	0.013576348	0
VDAC1P2	ENSG00000213856.3	0.112844303	0.119747163	0.101950169
RP11-12M9.4	ENSG00000213857.3	0.151613434	0.109075385	0.089579107
KCTD11	ENSG00000213859.4	2.890593576	3.018729852	2.539680464
RPL21P75	ENSG00000213860.4	0.98482646	1.531849115	0.735802355
CTD-2270N23.1	ENSG00000213862.4	0.680937253	0.698956971	0.39954746
XX-C2158C12.2	ENSG00000213863.2	0.006257209	0	0.017074408
EEF1B2P2	ENSG00000213864.3	0.243162376	0.134868546	0.1708631
C8orf44	ENSG00000213865.6	1.479964588	1.635744846	1.456149577
YBX1P10	ENSG00000213866.3	2.762825885	1.396793405	2.134224845
RP11-829H16.2	ENSG00000213867.4	0.066799151	0.027283821	0
TAF9BP1	ENSG00000213871.3	0.048687028	0.205394852	0.039586829
AC092798.2	ENSG00000213872.3	0.204620482	0.081857173	0.031331116
RP11-678D18.1	ENSG00000213873.4	0.017457227	0	0
AC005019.2	ENSG00000213875.3	0.096007328	0.345565144	0.137876944
RPL7AP64	ENSG00000213876.4	0.366318509	0.227200457	0.422684888
CFL1P7	ENSG00000213877.3	0.021912667	0	0
RPL7AP7	ENSG00000213880.3	0.035348866	0.015312383	0
NPM1P6	ENSG00000213881.3	0.610932107	0.528266844	0.483296312
CYB5P4	ENSG00000213882.2	0.000436104	0	0
RPL13AP7	ENSG00000213885.3	1.273960996	0.863203979	1.116899221
UBD	ENSG00000213886.3	3.289055026	1.507290681	2.938118845
LINC01521	ENSG00000213888.3	0.689675043	0.668745505	0.871496534
PPM1N	ENSG00000213889.9	0.607955884	0.507397437	0.513939103
RPL3P6	ENSG00000213891.3	0.120378069	0.133524206	0.035295043
CEACAM16	ENSG00000213892.9	0.017621647	0.03390756	0.01748713
RP11-546M4.1	ENSG00000213896.4	0.037196585	0	0
RPS17P1	ENSG00000213900.2	0.044540076	0.388176952	0.090810624
SLC23A3	ENSG00000213901.9	0.333834093	0.257417681	0.361707868
LTB4R	ENSG00000213903.7	1.706808407	2.026956766	1.571058089
LIPE-AS1	ENSG00000213904.7	0.407887024	0.429703745	0.334697086
LTB4R2	ENSG00000213906.8	0.591842794	0.801036662	0.788013628
CYP2A7P1	ENSG00000213908.4	0.002836178	0.014977682	0
OR2G1P	ENSG00000213911.2	0.002959683	0	0
RPL13P	ENSG00000213916.2	0.010995351	0	0
RPL5P8	ENSG00000213917.2	0.062737381	0.028432721	0.040208563
DNASE1	ENSG00000213918.9	1.004871972	1.420784241	1.064103047
MDP1	ENSG00000213920.7	0.968848825	1.449673791	1.610792923
LEUTX	ENSG00000213921.6	0.005906004	0	0
CSNK1E	ENSG00000213923.9	4.38596214	4.680188834	4.492218421
HNRNPH1P2	ENSG00000213924.3	0.002581223	0	0.013793112
NPM1P33	ENSG00000213925.3	0.050154214	0	0
MSRB1P1	ENSG00000213926.3	0.073230881	0.034027644	0
CCL27	ENSG00000213927.3	0.000549372	0	0
IRF9	ENSG00000213928.7	1.202010719	1.066409176	2.07297919
GALT	ENSG00000213930.10	2.045742143	2.326598562	1.750045517
HBE1	ENSG00000213931.4	0.109666453	0.051434631	0.013976639
HBG1	ENSG00000213934.5	0	0	0
AC092610.12	ENSG00000213935.3	0.202007131	0.206285498	0.110829489
CLDN9	ENSG00000213937.3	0.994862657	0.442185434	0.289524028
SEPHS1P6	ENSG00000213938.3	0.14569793	0.116714231	0.162969915
RP11-314A20.1	ENSG00000213939.4	1.256126695	1.071677909	0.959572765
RP11-94D20.1	ENSG00000213940.4	0.029184728	0	0.0268484
RP1-102E24.1	ENSG00000213942.3	0.534675342	0.554392754	0.325362687
KRT18P17	ENSG00000213943.3	0.069903343	0.063814125	0.17351501
DNAJB1P1	ENSG00000213946.3	0.039617498	0.035146513	0
ITGA1	ENSG00000213949.7	1.717428157	2.606224429	2.120171817
RPS10P2	ENSG00000213950.2	0.674431878	0.39469601	0.228539247
ATP5HP3	ENSG00000213954.3	0.021643666	0	0
RP11-269M20.1	ENSG00000213956.4	0.070285988	0.073030218	0.034347119
KRT18P29	ENSG00000213958.2	0.012359949	0.009670032	0.023441707
RP5-1100H13.3	ENSG00000213959.2	0.009721064	0	0
API5P2	ENSG00000213962.2	0.009613994	0	0
AC074286.1	ENSG00000213963.5	0.227259156	0.258513823	0.239275957
CHCHD4P4	ENSG00000213964.3	0.017878243	0.035263617	0.075959223
NUDT19	ENSG00000213965.3	3.651134469	3.653055523	3.163241842
ZNF726	ENSG00000213967.9	0.990965227	0.419287707	0.584869768
RP11-264F23.1	ENSG00000213970.3	0.165966528	0.130377893	0.05720171
RP11-15H20.6	ENSG00000213971.6	0.647840441	0.75616477	0.626979552
RP3-522P13.2	ENSG00000213972.3	0.023319986	0	0.017951939
ZNF99	ENSG00000213973.7	0.067229794	0.195207026	0.072070478
CTD-2561J22.2	ENSG00000213976.4	0.581849856	1.141115187	1.097409197
TAX1BP3	ENSG00000213977.6	4.591442638	4.390421854	3.445869897
RPL7AP14	ENSG00000213979.3	0.068150062	0.087919795	0.060427655
AC007277.3	ENSG00000213981.7	0.017504029	0.032214684	0.021653581
AP1G2	ENSG00000213983.10	2.166976237	2.99255964	2.469565766
AC078899.1	ENSG00000213985.4	0.193609946	0.199686191	0.08113922
RP11-399E6.2	ENSG00000213987.4	0.018011482	0.03680133	0
ZNF90	ENSG00000213988.8	0.778635321	0.550060083	0.693242076
RP11-414H17.5	ENSG00000213994.3	0.187361798	0.156707437	0.255064199
CARKD	ENSG00000213995.10	4.12941479	4.739751367	4.349400975
TM6SF2	ENSG00000213996.11	0.344540111	0.227065172	0.09835264
PGAM1P7	ENSG00000213997.3	0.307856852	0.183494965	0.405487085
MEF2B	ENSG00000213999.14	0.389663042	0.340907568	0.269955827
ATP5F1P3	ENSG00000214003.2	0.084490322	0.017766774	0.019663767
PCNAP3	ENSG00000214009.2	0.01556615	0	0
KRT18P38	ENSG00000214012.4	0.020754696	0.018717413	0.052773527
GANC	ENSG00000214013.8	1.244929389	1.442589192	1.041044998
RP11-414H17.2	ENSG00000214015.3	0.001509031	0	0
RP6-105D16.1	ENSG00000214016.3	0.318364157	0.261110099	0.312756962
RRM2P3	ENSG00000214018.3	0.137780348	0.271152396	0.298575978
RP6-218J18.2	ENSG00000214019.2	0.060786309	0.037310382	0.08523496
FTLP4	ENSG00000214020.3	0.002353444	0	0
TTLL3	ENSG00000214021.14	1.034285628	1.513610356	1.4784782
REPIN1	ENSG00000214022.10	4.550799959	4.875492142	4.498207334
AC012501.1	ENSG00000214024.2	0.004796556	0	0
ATP5F1P4	ENSG00000214025.2	0.001098193	0	0
MRPL23	ENSG00000214026.9	3.087699032	2.673933252	2.517317253
ARPC3P5	ENSG00000214027.3	0.072535929	0.065692347	0.0550022
ZNF891	ENSG00000214029.4	0.574268204	0.703322375	0.372805474
RP11-169L17.3	ENSG00000214031.2	0.002504953	0	0
AC073310.4	ENSG00000214035.3	0.012762955	0	0
RP11-474D1.3	ENSG00000214039.7	0.03389748	0.005002878	0.545261322
PGAM1P4	ENSG00000214041.4	0.210415445	0.045786479	0
IFNA7	ENSG00000214042.1	0.001168926	0.01654479	0
RP5-944M2.3	ENSG00000214043.6	0.00910281	0.012935616	0
RP6-186E3.1	ENSG00000214045.3	0.009583652	0.007944703	0.008432893
SMIM7	ENSG00000214046.7	3.102106465	3.712271905	3.15565827
RPS11P7	ENSG00000214047.4	0.070878041	0.075167537	0.035356286
UCA1	ENSG00000214049.6	0.732744714	0.327351342	0.085276921
FBXO16	ENSG00000214050.6	0.66499085	1.134714201	0.770965292
ARF4P3	ENSG00000214051.3	0.000832258	0	0
RPL7P17	ENSG00000214062.5	0.070029864	0.300303939	0.068954653
TSPAN4	ENSG00000214063.9	2.727109967	3.079145733	2.353069152
RPL6P5	ENSG00000214064.3	0.004677471	0.014133231	0.030960725
RP11-549L6.2	ENSG00000214067.2	0.04297134	0.025885543	0
AC011999.1	ENSG00000214070.3	0.013869388	0.023697128	0.012677773
RP11-31H15.2	ENSG00000214071.4	0.002108089	0	0
RPL21P17	ENSG00000214073.2	0.067432565	0.049970693	0.034629525
RPL23AP39	ENSG00000214074.3	0.002442815	0	0
CPSF1P1	ENSG00000214076.3	0.374297547	0.156082663	0.070368963
GNAQP1	ENSG00000214077.4	0.291386167	0.25756846	2.365971183
CPNE1	ENSG00000214078.10	5.257431311	4.523496438	4.592983957
CYP4F30P	ENSG00000214081.6	0.004067764	0.019737897	0
ARL16	ENSG00000214087.7	3.500179432	3.121707179	3.760936881
RP11-256K7.1	ENSG00000214089.3	0.119489046	0.261705526	0.032618122
RP11-247I13.3	ENSG00000214093.3	0.399359899	0.363497303	0.158064592
SMCO1	ENSG00000214097.4	0.067707517	0	0.077978989
AC079776.2	ENSG00000214100.7	0.09855455	0.761564163	1.283003841
WEE2	ENSG00000214102.6	0.071756306	0.131747651	0.018206853
PAXIP1-AS2	ENSG00000214106.6	1.014127709	2.006072375	1.155797033
MAGEB1	ENSG00000214107.6	0.319226095	0.018398109	0
TPT1P5	ENSG00000214108.4	0.367824684	0.213651585	0.143701307
LDHAP4	ENSG00000214110.3	1.695651074	1.282790779	1.715727102
RP1-258N20.3	ENSG00000214111.3	0.077958039	0	0
LYRM4	ENSG00000214113.9	2.020721404	1.926090803	1.522947156
MYCBP	ENSG00000214114.7	3.313913666	3.855138343	3.792949537
TDPX2	ENSG00000214121.4	0.354203916	0.514776644	0.725740099
SNRPEP9	ENSG00000214124.3	0.032387344	0	0
RP3-412A9.15	ENSG00000214125.2	0.014002562	0	0
TMEM213	ENSG00000214128.9	0.859907869	0.210357531	0.377040059
RP11-420O16.2	ENSG00000214132.4	0.006425047	0	0
AC024560.3	ENSG00000214135.7	2.346794237	2.758046127	2.734414442
PRCD	ENSG00000214140.9	0.174871062	0.4151926	0.149746855
ACTN4P2	ENSG00000214141.4	0.01167094	0.018499188	0.024484935
RPL7P60	ENSG00000214142.2	0.058746845	0.064266516	0.154294213
RP11-488L18.1	ENSG00000214144.3	0.038588182	0	0.023872867
LINC00887	ENSG00000214145.5	0.157024225	0.204568076	0.193826188
RP11-699L21.1	ENSG00000214146.2	0.156407575	0.070411325	0.064861569
RP11-332P22.2	ENSG00000214147.2	0.005731021	0	0
ALG3	ENSG00000214160.8	4.499521723	3.594490355	4.338227128
SDC4P	ENSG00000214161.3	0.010357191	0	0
AMZ2P1	ENSG00000214174.7	1.66822057	2.478979711	2.163690334
PLEKHM1P	ENSG00000214176.8	1.210984661	1.407850926	1.056457459
PPIAP23	ENSG00000214178.3	0.028128334	0	0.025881774
PTMAP5	ENSG00000214182.5	1.75497395	1.176548143	1.574238429
AC012487.2	ENSG00000214184.3	0.473088381	0.221683328	0.190613787
XPOTP1	ENSG00000214185.3	0.103169498	0.025057729	0.122489238
ST7-OT4	ENSG00000214188.8	0.122837441	0.066117619	0.016063617
ZNF788	ENSG00000214189.7	0.863697158	1.148514408	0.935233908
RNF152P1	ENSG00000214190.2	0.069984376	0.076568716	0.021363919
UBE2V1P2	ENSG00000214192.3	0.202167397	0.194577559	0.110198795
SH3D21	ENSG00000214193.8	1.2946429	1.546103421	2.450932624
LINC00998	ENSG00000214194.7	4.400256426	4.50822088	3.605149013
HMGN2P31	ENSG00000214195.4	0.12475145	0.166247448	0.338566548
RP11-642P15.1	ENSG00000214198.6	0.114762342	0.215495786	0.1657777
EEF1A1P12	ENSG00000214199.3	1.198712099	1.40763552	0.702746822
TPM3P2	ENSG00000214200.2	0.00943993	0.016861444	0
RPS4XP1	ENSG00000214203.4	0.241336924	0.198265548	0.155047682
HNRNPA1P43	ENSG00000214204.4	0.032638664	0	0.014250387
KRT18P10	ENSG00000214207.2	0.085902424	0.141758446	0.187380128
RP11-208P4.1	ENSG00000214210.4	0.010864506	0	0
CTAGE14P	ENSG00000214211.2	0.012490899	0.010193488	0
C19orf38	ENSG00000214212.7	1.224593466	0.98436094	1.179690823
C12orf74	ENSG00000214215.3	0.024101367	0.067286781	0.085254507
IQCJ	ENSG00000214216.9	0.00623648	0.07277567	0.032136546
TUBBP2	ENSG00000214222.2	0.262968747	0	0.21160433
HNRNPA1P10	ENSG00000214223.4	0.707518777	0.717185444	0.784766352
C17orf67	ENSG00000214226.7	0.885837846	0.977386765	1.088082743
RP11-166N6.1	ENSG00000214237.8	0.103364953	0.192301114	0.410173795
AC004980.10	ENSG00000214243.3	0.228820369	0.203060348	0.280353345
SETP21	ENSG00000214244.4	0.053550366	0.01369696	0.051359756
HDHD1P3	ENSG00000214245.3	0.002909943	0	0
CTD-3193O13.12	ENSG00000214248.2	0.043728796	0.027584707	0.042282023
CTAGE11P	ENSG00000214249.3	0.02526853	0	0.014182025
AZGP1P2	ENSG00000214252.4	0.025976642	0.221852762	0.036996543
FIS1	ENSG00000214253.7	5.144179995	5.477178822	4.694509715
AC136896.2	ENSG00000214254.3	0.035523225	0	0
RPS2P6	ENSG00000214255.5	0.050013209	0.026736228	0.033072434
RP11-568J23.1	ENSG00000214259.3	0.064278272	0.053085906	0.049047826
ANKRD36BP1	ENSG00000214262.4	0	0	0
RPSAP53	ENSG00000214263.2	0.835100058	0.704710835	0.41766666
KCTD9P4	ENSG00000214264.4	0.026806226	0.030492517	0.028338647
SNURF	ENSG00000214265.10	0.000222163	0	0
STARP1	ENSG00000214266.2	0.014971003	0	0
RPS3AP33	ENSG00000214268.2	0.005830544	0.035976031	0
LGMNP1	ENSG00000214269.3	0.337919364	0.182470546	0.329124262
AGGF1P1	ENSG00000214273.4	0.0638808	0.079332899	0.024838593
ANG	ENSG00000214274.8	2.135625903	4.480776131	3.015007158
CTD-2228K2.2	ENSG00000214278.4	0.00335611	0.01433902	0
SCART1	ENSG00000214279.11	0.166816371	0.311593237	0.214992468
RP11-553K23.2	ENSG00000214280.3	0.224138839	0.500272073	0.536819895
HMGN2P39	ENSG00000214281.3	0.008200357	0	0
KRT8P14	ENSG00000214282.3	0.044133899	0.016652527	0.067039819
RAD51AP1P1	ENSG00000214283.4	0.022668866	0	0
NPS	ENSG00000214285.2	0.007547844	0	0
PDCL3P3	ENSG00000214286.2	0.013115667	0.063256612	0
HMGB3P13	ENSG00000214288.4	0.013315471	0	0.027239059
RPL39P5	ENSG00000214289.2	0.153535314	0.443508617	0.071403286
COLCA2	ENSG00000214290.6	1.020344711	1.033396663	0.444606135
APTR	ENSG00000214293.7	1.898972707	2.572799423	1.962583293
FOXO1B	ENSG00000214295.4	0.006211855	0	0
ALDOAP2	ENSG00000214297.3	0.084892025	0.022273314	0.095689475
MRPS21P6	ENSG00000214298.3	0.030755442	0.045774732	0
SPDYE3	ENSG00000214300.7	1.571995962	1.947129244	1.416571899
RP11-91K8.4	ENSG00000214301.4	0.048781551	0	0.070555492
Metazoa_SRP	ENSG00000214305.4	0.013101737	0	0
MBLAC1	ENSG00000214309.4	1.324432616	0.980483391	0.767600745
AZGP1P1	ENSG00000214313.7	0.367354724	2.720834049	1.343836336
ATP5G1P6	ENSG00000214318.3	0.161451696	0.136019841	0
CXADRP1	ENSG00000214319.2	0.00162715	0.033025269	0.12085245
CBX1P4	ENSG00000214321.3	0.043696132	0.052055665	0.1893456
CBX1P2	ENSG00000214322.3	0.062635353	0	0.035883444
C3orf56	ENSG00000214324.4	0.001823315	0	0
RPL31P1	ENSG00000214326.2	0.004499307	0	0
SLC9B1P2	ENSG00000214329.6	0.002134529	0	0
ABCD1P5	ENSG00000214330.4	0.003956168	0	0
RP11-252A24.2	ENSG00000214331.7	0.734440216	0.85589425	0.727836832
CTAGE16P	ENSG00000214335.3	0.005752105	0.004882983	0
FOXI3	ENSG00000214336.4	0.810750667	0.046921882	0.201161175
SOGA3	ENSG00000214338.9	0.027455874	0.038858818	0.026027117
ATP5F1P2	ENSG00000214342.2	0.006990435	0	0
OR4F13P	ENSG00000214344.4	0.000350274	0	0
CTB-180A7.8	ENSG00000214347.6	0.017378449	0	0
OR1X5P	ENSG00000214351.5	0.004962177	0	0
VAC14-AS1	ENSG00000214353.6	0.056575326	0.03459333	0.024736623
AC133644.3	ENSG00000214354.3	0.022868653	0	0.017762689
NEURL1B	ENSG00000214357.7	2.715114244	3.52499283	3.494811235
RPL18P10	ENSG00000214359.3	0.159102959	0.290365216	0.215063289
EFCAB9	ENSG00000214360.4	0.020137962	0	0.042031712
RP11-7D5.2	ENSG00000214362.2	0.13749144	0.173714596	0.091219273
EIF4EP5	ENSG00000214366.4	0.016969576	0	0
HAUS3	ENSG00000214367.6	1.711073137	2.388723714	2.503582667
AC009967.3	ENSG00000214369.2	0.035005553	0.029205765	0.073589789
RPLP2P1	ENSG00000214374.2	0.042206798	0.033946527	0.175144832
VSTM5	ENSG00000214376.5	0.941710534	0.258096225	0.231510336
RP11-457K10.2	ENSG00000214380.4	0.008599811	0	0.020886886
LINC00488	ENSG00000214381.4	0.021209579	0.00487808	0
RPS3AP26	ENSG00000214389.2	1.378975601	1.689729243	0.79128262
TUBAP2	ENSG00000214391.3	0.499382175	0.267944306	0.428238789
KANSL1-AS1	ENSG00000214401.4	1.112055731	2.002070585	0.777009046
LCNL1	ENSG00000214402.6	0.084505199	0.086811445	0.077073231
RAP1BP2	ENSG00000214405.3	0.000448488	0	0
RP11-221J22.1	ENSG00000214407.3	0.00387129	0	0
BBIP1	ENSG00000214413.6	0.91856603	1.583234705	1.404347187
TRIM77	ENSG00000214414.8	0.000448226	0	0
