gene	transcript	KMS11_EXP	MM1S_EXP	RPMI_EXP
PIK3AP1	PIK3AP1	7.540709263	8.586824779	10.31473051
SH2D3A	SH2D3A	7.598700171	9.961987891	9.059393136
ACAD8	ACAD8	9.220852295	9.373206653	8.57443837
C11orf82	C11orf82	10.54778141	10.53082572	10.6456044
SEC31A	SEC31A	12.38939472	12.42211997	12.2190838
LOC284454	LOC284454	5.715635331	5.973271454	7.33277058
ADCK3	ADCK3	10.94288833	10.85640218	11.6174491
RNF4	RNF4	11.97299414	12.3005499	10.72179131
BAG2	BAG2	6.409531804	8.164052115	9.159563596
CLIC1	CLIC1	13.05974159	13.58055301	13.30507848
NOD1	NOD1	6.766515658	7.268836708	8.918496555
CXorf23	CXorf23	7.875823058	8.763786674	8.31812248
MCM5	MCM5	12.02844138	12.40004687	12.20225547
SEMA3F	SEMA3F	3.638734197	0.922972661	2.731417878
SNHG9	SNHG9	6.343226586	6.663259217	5.298636323
ZC3H12A	ZC3H12A	8.363679226	8.98655315	6.547107377
CRIP1	CRIP1	7.674813712	10.58905185	9.697382893
GRHL1	GRHL1	5.715635331	6.413216639	7.765654082
PRKACB	PRKACB	7.654449862	10.43883343	11.13613241
NPHP4	NPHP4	8.904709878	8.844740282	9.318414012
BLVRB	BLVRB	6.753818443	7.902923747	9.370981582
SSSCA1	SSSCA1	8.766068365	9.22555451	8.984250396
HPS5	HPS5	9.854940049	10.48826193	10.15830673
SLC25A1	SLC25A1	10.32647443	10.72967172	8.92185581
CFL1	CFL1	14.29374464	14.2660984	14.45103076
USP37	USP37	10.99172732	11.15511548	10.29543605
RUSC1	RUSC1	8.1764275	9.833285436	9.071545489
PWWP2B	PWWP2B	8.268630887	3.85202881	6.695826825
PRELID2	PRELID2	5.022505417	6.876295921	6.280189864
UGT3A2	UGT3A2	3.844486088	5.910185792	1.089647294
THAP11	THAP11	10.11672083	10.05241861	10.54351522
LOC100506233	LOC100506233	6.944788183	7.208936632	8.860146521
DHRS4	DHRS4	6.864322358	7.191355375	8.853125503
PMS2P4	PMS2P4	5.220186762	5.399745323	6.631612164
MYSM1	MYSM1	10.32539541	11.19260105	10.74664028
SLFN12	SLFN12	4.935167407	8.104242294	1.089647294
TMEM260	TMEM260	9.18343937	9.519524214	7.999870377
STAG3L2	STAG3L2	7.43325159	7.784791865	7.599354991
UBR7	UBR7	11.06363102	11.11662987	10.80602594
SESN2	SESN2	9.239199913	9.157010857	10.41708245
PLRG1	PLRG1	11.04550031	11.26056675	10.17810459
HEBP1	HEBP1	6.51870508	9.315541324	8.704982596
SPIN1	SPIN1	11.06684264	11.3715752	9.922046172
NEK8	NEK8	4.979499508	6.701022227	7.228097163
LMBRD2	LMBRD2	10.0802979	10.33957168	9.092569526
IFNGR1	IFNGR1	9.327593061	9.242726345	10.00991257
KC6	KC6	4.742830834	5.131289029	6.300983959
TLCD1	TLCD1	4.889434603	6.319213275	7.02903318
GGA3	GGA3	10.58948262	10.67457187	10.20039596
RGPD8	RGPD8	0.040057775	0.040145752	0.039614721
DDOST	DDOST	13.33445487	13.21733373	14.21192631
CCDC19	CCDC19	4.636102546	2.86237799	3.969638629
BMF	BMF	11.73919413	12.07315412	10.50259316
UCKL1	UCKL1	9.923201188	9.696649403	9.821297256
CRAMP1L	CRAMP1L	10.23914501	10.17152711	10.67675929
ZC4H2	ZC4H2	8.259672657	8.629881141	7.030611965
ELAVL1	ELAVL1	12.16426587	12.26763235	11.69853105
BCRP2	BCRP2	8.162074052	8.52148659	6.966984108
CAMK1	CAMK1	5.104856607	7.493487225	1.703419688
BTBD10	BTBD10	9.281862816	10.47196982	9.879480634
TICAM2	TICAM2	6.219513177	6.28643578	5.927858537
HS1BP3	HS1BP3	7.858124014	9.048898235	8.468143404
SLC17A5	SLC17A5	9.462553395	9.456522805	11.26407895
NDUFB6	NDUFB6	10.30267319	10.55937709	9.333629461
ACADSB	ACADSB	9.188170935	9.676253302	7.648853676
PLEKHG1	PLEKHG1	5.220186762	5.517304043	6.816254094
HEATR1	HEATR1	13.65213913	12.19885324	13.03135487
CCDC34	CCDC34	9.963761652	10.37114499	8.591417623
PSMD13	PSMD13	11.92704458	12.0437587	11.41536151
PTOV1-AS1	PTOV1-AS1	7.972210143	7.913685293	8.348400634
SMC1B	SMC1B	2.941572106	3.554858948	1.703291215
TMEM219	TMEM219	9.105575943	9.041557858	10.55654437
C14orf2	C14orf2	10.61255523	10.01541505	10.35007728
LOC100144603	LOC100144603	2.750143396	4.020795529	3.861816446
RAET1K	RAET1K	3.745269607	4.30862299	2.462803581
ZNF615	ZNF615	5.458080099	5.910185792	7.281382974
ZNF717	ZNF717	5.715635331	6.252958672	7.680936135
HUNK	HUNK	6.606126826	9.048898235	2.731417878
NDST1	NDST1	10.29612469	10.50347794	9.488936708
IGFBP2	IGFBP2	4.184558014	0	7.680936135
DOCK1	DOCK1	8.041801498	1.882858215	6.004054132
RBM4	RBM4	10.45458719	10.35631991	11.15408392
NLRP9	NLRP9	2.941572106	3.85202881	4.251832686
ZNF398	ZNF398	10.4634835	10.61812851	9.830266418
CLEC16A	CLEC16A	10.38840482	10.39917109	10.33503299
ALDH18A1	ALDH18A1	11.70577492	11.67651249	11.86180807
COX5A	COX5A	12.1259526	12.04712391	12.60054249
ARHGEF39	ARHGEF39	8.113669248	8.272536479	7.494951561
PHTF2	PHTF2	11.01121328	11.01971581	10.96917784
PPP1R26	PPP1R26	8.577054887	8.8277714	10.89675622
TMEM69	TMEM69	10.04944018	9.941100441	10.91541633
GMDS	GMDS	9.29726709	9.447294034	11.57859441
BMP7	BMP7	5.256671032	0.922972661	10.3274516
XRCC4	XRCC4	8.815818761	8.739797483	9.313304814
ROM1	ROM1	4.742830834	5.368796281	6.511868065
LZIC	LZIC	9.365670668	9.263907648	10.17669676
GLI4	GLI4	4.328606717	6.091729449	6.361620995
SLC25A28	SLC25A28	9.161963241	9.375154582	8.363306893
LRRC8B	LRRC8B	9.135268075	9.041557858	9.814084125
GTPBP3	GTPBP3	9.882925753	9.552605702	9.736070395
NT5C	NT5C	7.640714911	7.556643995	8.302739441
PARP4	PARP4	12.13455467	12.07645154	12.45709867
H2AFZ	H2AFZ	14.03435192	14.3075566	12.97996637
FRMD4B	FRMD4B	5.888331687	6.73782194	8.13338885
IQCH-AS1	IQCH-AS1	8.674654845	7.521898762	8.190990102
KIAA1328	KIAA1328	7.605790618	7.755181355	7.030611965
AKAP8L	AKAP8L	10.14254108	9.657168366	9.928741905
LY96	LY96	6.977943868	7.9766214	9.635291868
DBP	DBP	6.548438166	6.472646979	7.291806128
GUF1	GUF1	11.05135171	11.33250655	10.0209244
RAB40B	RAB40B	5.578256441	7.100084094	8.012529566
C11orf84	C11orf84	9.512434314	9.677832375	8.863644258
ADCK5	ADCK5	6.376760947	7.687816561	7.079570116
TIMP2	TIMP2	13.22031484	13.51038095	12.13255756
DNAJC4	DNAJC4	7.562730873	8.357758717	10.26135451
ASCC1	ASCC1	9.164363929	9.068289237	9.837399291
ERI3	ERI3	10.17148958	10.08848351	10.67874977
PGBD5	PGBD5	6.181857899	6.624481117	4.922844822
MSL3	MSL3	10.22309669	10.13750352	10.75042227
LOC100499484-C9ORF174	LOC100499484-C9ORF174	5.278185521	7.309576395	2.132461686
GMCL1	GMCL1	9.961001043	10.64744044	10.28764313
PTCD2	PTCD2	7.875823058	7.796467972	9.059393136
HNRNPM	HNRNPM	13.20435258	13.28131574	12.8637991
RAB6A	RAB6A	11.68960493	11.55632403	12.69880232
PFKFB4	PFKFB4	5.426405662	6.611319948	7.696717206
CUL7	CUL7	9.266289943	9.154744707	10.27586842
RSG1	RSG1	5.292251682	5.973271454	7.270874625
SLC15A4	SLC15A4	9.41492408	9.301269827	10.42065503
LRRC23	LRRC23	5.934098918	6.366979584	7.894369125
PLD1	PLD1	3.745269607	4.975657697	1.703291215
C16orf86	C16orf86	4.024514721	5.368796281	4.868163239
HS6ST1	HS6ST1	9.84299297	11.00280798	10.41588962
TMEM57	TMEM57	10.48190032	10.37989816	11.13974958
COX17	COX17	10.40373639	10.63123163	9.557503909
PLD3	PLD3	10.45172627	10.32855152	11.40099148
PRNP	PRNP	9.446849648	11.58269242	10.61376184
NSUN3	NSUN3	7.803685557	7.870148916	7.52176531
ZMYND19	ZMYND19	10.06751503	10.02164629	10.31088539
SOX7	SOX7	4.636102546	4.89105944	3.861816446
LNX1	LNX1	5.934098918	6.269809284	4.922844822
STK36	STK36	9.246020853	9.503585269	8.333343224
C1QTNF3	C1QTNF3	5.080047885	5.682283943	3.618438363
TMEM37	TMEM37	5.256671032	0	3.618497096
FHL1	FHL1	10.81494289	12.0595912	11.42782613
ARID3B	ARID3B	10.84370911	11.10258596	9.900068276
LOC158696	LOC158696	2.529371205	2.672676519	3.325635382
LOC100507118	LOC100507118	8.373030427	7.497596399	8.001109772
MAP3K9	MAP3K9	7.342821386	5.545254874	6.631612164
NUDT21	NUDT21	12.68625539	12.60275917	13.15005188
TOP1MT	TOP1MT	8.818869729	8.984002538	11.10395654
MSH6	MSH6	12.24649122	12.95144865	12.57835854
SEC22C	SEC22C	9.965121936	11.10200193	10.52403232
ACOX1	ACOX1	10.37498511	10.48108295	9.938726862
PCNXL2	PCNXL2	8.684731091	8.869825149	7.999870377
CASP10	CASP10	10.188119	12.38320747	11.37180386
HSF4	HSF4	5.967588256	6.821939763	8.265521286
UBAC1	UBAC1	9.746887123	9.663558104	10.23594241
ITGAV	ITGAV	10.56060988	10.48735772	10.96674336
CCT4	CCT4	13.11605149	13.3834343	13.23860029
PCDHGB2	PCDHGB2	3.034025504	4.020964387	4.413323281
TGFBR3	TGFBR3	7.577224872	7.813813251	9.718789713
SESN1	SESN1	9.483868165	11.94689166	10.87698498
EEPD1	EEPD1	4.636102546	5.167707158	6.341690491
UBXN1	UBXN1	9.967889083	9.882048426	10.46623964
RERE	RERE	10.10050466	10.21241127	12.57435937
NDUFA13	NDUFA13	10.91676772	10.85918533	11.21767906
CHCHD2	CHCHD2	13.08927833	12.94096688	14.0704648
C2orf48	C2orf48	3.745269607	4.602676598	5.339408221
C12orf60	C12orf60	4.842204495	4.801184529	5.69403884
MTHFD1	MTHFD1	11.88797071	11.78342391	12.49368536
CEP120	CEP120	9.880004357	9.92523397	9.683594704
KIAA1737	KIAA1737	8.806620506	8.690584711	9.858593389
PARS2	PARS2	5.741607204	7.731047439	8.387810556
RRP1	RRP1	11.09418988	11.14087449	10.89076586
NPC2	NPC2	10.10301236	10.04875931	12.06502562
FLJ31485	FLJ31485	3.638734197	0	6.631612164
CNBP	CNBP	13.45721413	13.38862277	13.80736499
KIAA0825	KIAA0825	4.979499508	5.844212387	3.153403271
PPP2CB	PPP2CB	10.70290857	10.92714831	9.884655916
SCRN2	SCRN2	6.661592851	8.453052464	9.595870986
SELO	SELO	9.195234391	9.276468749	8.863644258
DNAJC6	DNAJC6	8.232454506	8.532001296	7.249644437
DCK	DCK	11.36612	12.01500031	9.44990385
NUDT18	NUDT18	4.579626696	6.773706281	6.598400939
L1CAM	L1CAM	6.647927496	0.922972661	4.811327165
CAMK1D	CAMK1D	9.53117089	9.77250923	8.681389527
PCBP3	PCBP3	4.889434603	5.167707158	6.457343118
TUBB4B	TUBB4B	12.78517862	12.93090362	12.20811545
PAM	PAM	9.001934506	9.2277122	11.49590998
POLD3	POLD3	10.77541275	10.86612752	10.40513082
CAPRIN1	CAPRIN1	13.52104828	13.61886724	13.11672083
IDH1	IDH1	10.50293123	10.43042119	10.88475053
WRAP53	WRAP53	7.142944343	8.864291402	8.092233871
KIAA0753	KIAA0753	7.401024552	8.960841811	8.234127646
CDCA7L	CDCA7L	10.94214792	10.81752733	12.72403415
COLGALT1	COLGALT1	11.33978878	11.22158108	12.03663726
RNF215	RNF215	4.842204495	6.611319948	7.103434694
GPD1L	GPD1L	9.555168116	9.639449246	11.8997874
CNOT10	CNOT10	10.33076005	11.19371015	10.74283993
FARS2	FARS2	8.441010316	8.349856202	9.881207282
RAB3IP	RAB3IP	11.28510163	11.42896204	10.72852429
PPOX	PPOX	8.268630887	8.217143454	8.531096793
KHSRP	KHSRP	12.98271556	13.05365781	12.68626196
DDX46	DDX46	12.75540922	12.96218026	11.98175635
ARHGAP33	ARHGAP33	8.128020106	8.918726115	6.125593247
SNAP29	SNAP29	10.49722314	11.19756688	8.526690934
IDS	IDS	12.37779617	12.61867227	11.50097131
ZNF776	ZNF776	9.719376841	9.129579254	9.463802259
TMEM129	TMEM129	8.724346723	10.68796174	9.786704168
C1QTNF9B-AS1	C1QTNF9B-AS1	1.950065224	2.86237799	2.731417878
CCRN4L	CCRN4L	8.268630887	8.430749424	7.680936135
MRPL16	MRPL16	10.63524652	10.86057489	9.828477675
AVPR2	AVPR2	4.184558014	2.672676519	3.618497096
YDJC	YDJC	8.701372313	8.92937086	7.914743893
OGFOD1	OGFOD1	11.39504673	11.32346014	11.75613096
NSD1	NSD1	11.68249868	11.75266079	11.39314373
SH3RF1	SH3RF1	8.1764275	9.653962852	5.122941853
SLC39A11	SLC39A11	9.015303535	8.953038199	9.333629461
RNF214	RNF214	9.11802223	9.009313577	9.781164609
GEMIN8	GEMIN8	8.843063657	8.74884024	10.40151954
SLC2A1	SLC2A1	9.594891865	9.517761891	11.44017879
KCNQ5	KCNQ5	10.4438449	10.41441041	10.58119116
TMEM254	TMEM254	9.085435279	9.311478139	8.302744009
SLC35A5	SLC35A5	10.38634753	10.39725749	10.33880322
MYO5A	MYO5A	13.41986803	13.22936411	14.77110254
ANXA4	ANXA4	8.834038018	8.736770592	9.388088342
PMM2	PMM2	10.71606491	10.66823793	10.9437895
PIH1D2	PIH1D2	4.258383242	5.131289029	6.053906338
BEST3	BEST3	6.828428485	8.623340149	9.848036042
TSPYL1	TSPYL1	11.12288622	11.05962837	11.43136701
LOC100131067	LOC100131067	5.934098918	6.201210399	7.787915615
EPS8L2	EPS8L2	6.219309878	7.251974666	8.73585384
HSPA4L	HSPA4L	9.707894004	10.95607118	6.830635625
LOC338799	LOC338799	5.578256441	5.70246362	7.138517562
NARS2	NARS2	9.493453199	9.361463526	10.96429754
ARHGDIA	ARHGDIA	12.8848688	13.07253795	12.18732733
PNPLA4	PNPLA4	6.291417537	7.052187629	6.664070339
COG1	COG1	9.033703804	8.971181398	9.343685408
METTL15	METTL15	8.824955559	9.74414932	9.269140709
BOLA3	BOLA3	9.60553878	9.677832375	9.318414012
CCNB1IP1	CCNB1IP1	9.059855466	8.921394674	10.24132777
NOTCH2NL	NOTCH2NL	11.39951826	11.55589762	10.81689565
USP8	USP8	11.35617133	11.28097371	11.72329404
GABBR1	GABBR1	6.083740983	7.94549651	2.95778462
CIDECP	CIDECP	6.620194894	6.865250746	5.843250254
POLR3E	POLR3E	10.82409159	10.71127979	11.42959504
ASPSCR1	ASPSCR1	8.20937538	8.090075359	9.000231038
TNFRSF6B	TNFRSF6B	1.683602143	3.754566868	0
CDC37	CDC37	11.61340733	11.58774471	11.72761844
TRMT10A	TRMT10A	8.566198681	8.793222875	7.802574524
EMP3	EMP3	8.015431779	9.004282275	11.08909291
PNISR	PNISR	11.23111916	11.27992973	11.03271387
FKBP11	FKBP11	10.8422089	10.74632117	11.32879272
METTL8	METTL8	9.624855757	9.483860105	10.5402443
LOC100132707	LOC100132707	5.022505417	5.131289029	6.440972125
CSRP1	CSRP1	10.72341351	10.55680299	12.23571509
TMX3	TMX3	12.25017108	12.32695467	11.94590101
NPSR1-AS1	NPSR1-AS1	3.523687402	4.705342091	4.251832686
DTWD1	DTWD1	9.044287553	8.926717028	10.62616532
PRKD3	PRKD3	14.7862441	15.42427457	12.8411299
GTPBP2	GTPBP2	10.25049977	10.13520907	10.8726518
LOC730227	LOC730227	4.024514721	4.171871326	5.256678579
PLEKHG4	PLEKHG4	7.612846387	7.528915074	9.053279713
PABPC3	PABPC3	5.578256441	1.882858215	4.334832822
NCAPG	NCAPG	12.45973386	12.69638077	11.62581841
RPUSD1	RPUSD1	9.540447741	9.421134917	10.20455892
SEPN1	SEPN1	9.009971341	9.573115072	7.439764408
ANKRD11	ANKRD11	11.5872384	10.57640876	11.15838247
ARHGEF2	ARHGEF2	13.11760252	13.25933576	12.58526068
UVRAG	UVRAG	10.1179677	9.965870844	11.08535295
UBE2NL	UBE2NL	2.268602069	3.030007594	3.325635382
LOC100506054	LOC100506054	6.740995	6.725659369	8.292395261
SLFNL1-AS1	SLFNL1-AS1	5.458089944	5.400377394	5.755592647
NUBPL	NUBPL	7.540709263	7.419901205	8.378060711
MUTYH	MUTYH	7.852173668	7.724943528	8.99065994
LOC100272228	LOC100272228	4.636102546	5.677423674	6.647934689
LOC100506100	LOC100506100	5.292251682	7.404724341	7.831446597
FADS1	FADS1	10.73073335	11.24733418	14.2042731
DCUN1D3	DCUN1D3	7.020991047	7.397075614	7.195150711
MAN2C1	MAN2C1	9.854940049	9.696649403	10.91372717
STAC	STAC	3.261795561	7.301980823	0
ZSWIM6	ZSWIM6	8.495451336	9.301269827	11.61900026
RAD51	RAD51	10.13765721	10.22542437	9.805015087
R3HDM1	R3HDM1	11.78674745	11.85565884	11.5182794
RNF14	RNF14	9.851962932	11.29441398	10.56945691
ZCRB1	ZCRB1	10.37082905	10.29910497	10.70336722
MIR17HG	MIR17HG	7.858124014	7.749185619	9.277033947
PLXNA2	PLXNA2	7.714698865	7.997004427	10.12224562
LOC155060	LOC155060	6.021499715	5.931522328	7.079570116
LOC100128361	LOC100128361	6.634127105	6.930287904	5.755587307
PRH1-PRR4	PRH1-PRR4	4.065313803	5.389793936	4.864483322
C22orf39	C22orf39	8.824955559	9.170536014	7.773112826
TRIM68	TRIM68	7.999374321	8.721536717	6.193888022
GCH1	GCH1	8.75336051	9.034179943	7.866741104
RSL24D1	RSL24D1	12.29991202	12.1001991	13.53212455
ETV6	ETV6	10.04683753	9.876558385	11.17185232
LPIN1	LPIN1	12.28038801	13.22099343	12.7221159
TOPORS	TOPORS	10.53484756	10.67615984	10.03029469
ABRACL	ABRACL	9.820322586	10.15347603	8.780953079
BNIPL	BNIPL	4.258383242	4.548467451	3.479489271
PMS2CL	PMS2CL	8.047020274	7.940243113	7.999870377
FDXR	FDXR	5.292251682	7.200172785	7.802574524
RPL21	RPL21	9.587854383	8.507358595	9.137652089
ARHGEF40	ARHGEF40	6.042545849	6.033715916	7.503944964
SSR1	SSR1	13.92624039	13.71822247	15.08875098
MPLKIP	MPLKIP	9.390506477	9.24059101	10.27455287
ANKS3	ANKS3	6.688558051	6.598036118	7.974208066
BTN2A2	BTN2A2	9.684652204	11.57509011	10.66378045
UIMC1	UIMC1	9.775453905	10.91648411	10.3274516
SEMA4D	SEMA4D	11.61120927	12.07135509	10.22509896
LOC100506083	LOC100506083	4.842204495	5.167731239	6.533757999
CDCA7	CDCA7	10.14010121	9.969746251	11.17607339
APPL1	APPL1	11.33125847	12.30233048	11.78961515
DYNC1LI1	DYNC1LI1	10.23114916	10.7900552	10.4890652
FBXO32	FBXO32	5.956451666	8.763786674	8.297576622
SHMT2	SHMT2	12.73312763	12.58876616	13.43626909
UPRT	UPRT	8.824955559	8.916052611	8.49545933
UQCRHL	UQCRHL	7.525841807	7.404724341	8.877554086
CLSPN	CLSPN	11.18394547	11.4100856	10.42775281
DESI1	DESI1	11.08089745	10.99269055	11.47661965
TMEM184C	TMEM184C	10.60107434	10.69421857	10.26135451
NCR3LG1	NCR3LG1	4.69045062	1.48131961	10.91878126
PRDM10	PRDM10	8.893168026	8.981447409	8.57443837
NFATC1	NFATC1	6.591918729	7.610552431	9.295284512
FAM192A	FAM192A	11.38683788	11.31688677	11.68919431
EIF1AX	EIF1AX	12.87279991	12.77917968	13.28499901
ASAP1	ASAP1	11.31405637	11.66541143	10.21828472
KDM4A-AS1	KDM4A-AS1	4.108808786	4.84682424	5.843250254
SPDYE2	SPDYE2	2.529371205	2.672676519	2.132461686
ARNT2	ARNT2	4.636102546	7.69407228	1.089647294
RAB11FIP5	RAB11FIP5	6.791605725	10.11436702	10.18231986
FAM58A	FAM58A	8.137831372	8.251482411	7.743036917
ARSB	ARSB	9.584165793	9.742641226	9.044057998
BTBD8	BTBD8	2.750143396	3.938878558	3.618497096
INPP5A	INPP5A	8.678022593	6.557439194	7.852723
PHKB	PHKB	11.65286737	11.48325148	12.52384615
MON2	MON2	10.85861825	11.1792871	11.00367953
MARVELD1	MARVELD1	5.549136224	5.599585596	7.079570116
C2orf42	C2orf42	8.45285073	8.408096173	8.641188346
RPL34	RPL34	12.95193305	12.88225137	13.24531947
ZBTB38	ZBTB38	14.84652857	15.81251828	15.29423662
HOOK1	HOOK1	12.37001439	10.89016546	11.75801496
TMEM167A	TMEM167A	12.16995318	12.08003802	12.55960653
LIN37	LIN37	7.299766668	7.623720572	6.361620995
MGC57346	MGC57346	8.921290526	8.329903948	8.669444939
SERPINE2	SERPINE2	10.34987831	10.42572994	10.07474358
HINFP	HINFP	9.028552577	9.177250092	8.526690934
UXT	UXT	10.68126477	10.59992214	11.03272764
LINC-HEIH	LINC-HEIH	8.174051814	8.35381287	7.590938793
MAP3K13	MAP3K13	10.20688005	11.24839608	10.70238916
LPCAT3	LPCAT3	9.578772703	9.428657475	10.35257316
FAM46C	FAM46C	12.31323168	15.38118467	13.98098745
MANBAL	MANBAL	8.766068365	7.919036112	8.411904974
FCRL1	FCRL1	3.398678716	3.660860181	2.731417878
CAND2	CAND2	4.024514721	4.492135196	2.95778462
ARSI	ARSI	3.261795561	7.366068627	0
ZNF302	ZNF302	8.831018993	8.195259002	8.561570537
AXIN2	AXIN2	7.950100928	8.74884024	6.053906338
PTPN2	PTPN2	10.24142312	10.10734787	10.87611785
MED22	MED22	10.3603972	10.3365735	10.45467971
YIF1B	YIF1B	9.213911028	9.092173075	9.79038434
ZKSCAN3	ZKSCAN3	7.540709263	7.397075614	8.402317146
C2CD2	C2CD2	7.152660046	7.778918183	9.826685124
ZNF764	ZNF764	7.950100928	7.913685293	8.098179504
NAGLU	NAGLU	9.259564387	9.657168366	9.44056399
CHCHD6	CHCHD6	6.977943868	6.842903428	8.139172723
LHPP	LHPP	6.143407705	6.366979584	8.139172723
PRR7	PRR7	4.690366807	4.705259139	5.952419771
PPT2	PPT2	6.220035813	6.71344838	8.511139872
CSRNP1	CSRNP1	6.840488412	7.521898762	9.466105019
SLC7A11	SLC7A11	8.98844043	8.833449899	10.73044466
LGALS3	LGALS3	8.737314955	6.458017741	7.859745973
HAGHL	HAGHL	6.393239422	7.155536747	8.928550945
HSPA6	HSPA6	3.261795561	3.938878558	4.690461795
LOC113230	LOC113230	5.022505417	6.110559521	7.238911027
NAA38	NAA38	11.10611141	11.38323448	10.23458993
CLMN	CLMN	6.393239422	9.325649502	9.574680559
C20orf111	C20orf111	10.53484756	10.67615984	10.05651579
FAM63A	FAM63A	7.688236319	8.426998497	10.62514261
CSNK1E	CSNK1E	11.45759634	12.23448515	11.81694764
KDM1B	KDM1B	8.644000452	8.642874823	10.91710351
C11orf65	C11orf65	3.398678716	4.705342091	4.251832686
CAPZA2	CAPZA2	12.63044233	12.69668504	12.39196851
APOL1	APOL1	10.30703	11.80778557	7.126921248
FKBP2	FKBP2	9.732387927	9.533545828	10.99413419
LOC100506388	LOC100506388	4.395570122	0	7.873696331
GMPR	GMPR	3.398678716	4.433520346	1.703291215
SLC35E2B	SLC35E2B	11.83843971	11.93009419	11.51605456
LOC100130872	LOC100130872	6.577570825	6.876295921	8.802988032
SUV420H1	SUV420H1	10.81418188	10.64904955	11.60809308
C4orf26	C4orf26	3.844486088	6.091729449	1.089647294
ALDH3A2	ALDH3A2	10.92529481	11.12359766	10.28110705
SLC35A4	SLC35A4	11.30265035	11.80273041	11.52988438
SCD5	SCD5	8.20937538	8.056480568	9.025438593
CLCN6	CLCN6	9.233360831	9.041735801	10.75067349
CXXC5	CXXC5	8.376168811	8.242973992	9.019179265
RFX1	RFX1	8.142714649	8.204052659	7.928174871
USP1	USP1	12.67155433	12.60815316	12.92284267
COMMD4	COMMD4	10.41184991	10.47651333	10.18370981
B3GNT1	B3GNT1	7.142944343	7.260430322	9.292689738
SLA	SLA	4.184558014	5.203228569	6.07819992
LOC100130093	LOC100130093	3.846372961	5.57267446	5.761117694
ZBTB10	ZBTB10	8.351080572	8.177509236	9.385655362
ATP2A2	ATP2A2	14.26646447	12.85686123	13.68021665
SPRYD3	SPRYD3	10.1582941	10.03404235	10.70336722
IFT140	IFT140	6.999628007	6.961750647	8.780956358
ORMDL2	ORMDL2	10.09242682	10.02289486	10.37235361
UGCG	UGCG	8.510637593	8.718471228	7.866741104
FAM3A	FAM3A	8.938785661	8.745832281	10.16964946
ERGIC2	ERGIC2	10.69628078	11.51539925	11.07633462
BTN2A3P	BTN2A3P	4.459569324	6.543648992	6.695826825
CWC15	CWC15	10.41285561	10.54732836	9.966649642
BSCL2	BSCL2	8.619372658	9.240187897	11.79367239
GHDC	GHDC	9.738848885	9.688839508	9.933743759
ATG10	ATG10	6.988832357	7.434920073	9.513640755
ITFG3	ITFG3	8.077931918	9.021796171	11.31032308
RPL38	RPL38	12.65050205	12.50673899	13.26115614
RAB11A	RAB11A	11.48235421	11.28045181	12.46546947
LOC100130691	LOC100130691	4.69045062	4.801184529	6.17148107
HSPA1L	HSPA1L	4.579626696	4.801184529	3.969638629
CAPN12	CAPN12	8.144076969	8.381478061	7.431012794
HCN3	HCN3	5.022505417	6.568742026	7.392111309
TTC21A	TTC21A	5.741607204	6.335311741	7.993498882
SSRP1	SSRP1	13.56818178	13.46709603	13.97129207
PCDHGA10	PCDHGA10	1.305445279	2.965058369	0
PARP3	PARP3	6.123792402	8.991640885	8.402317146
LOC100506321	LOC100506321	0.967375957	2.196714046	0
CDH24	CDH24	5.767122428	6.38255832	8.043710863
DHRS2	DHRS2	3.937306723	3.85202881	4.626006848
PAPD4	PAPD4	10.91748397	10.81106958	11.35450285
PHC3	PHC3	11.33340137	12.78395178	12.03198027
ABCC6	ABCC6	0.966902921	2.196629075	0
CETN4P	CETN4P	0.966902921	2.196629075	0
CRYBA2	CRYBA2	0.966902921	2.196629075	0
DNM3OS	DNM3OS	0.966902921	2.196629075	0
FCER1A	FCER1A	0.966902921	2.196629075	0
LOC101241902	LOC101241902	0.966902921	2.196629075	0
LRRIQ4	LRRIQ4	0.966902921	2.196629075	0
RNF112	RNF112	0.966902921	2.196629075	0
UNC5D	UNC5D	0.966902921	2.196629075	0
ZMIZ1-AS1	ZMIZ1-AS1	0.966902921	2.196629075	0
TMEM150A	TMEM150A	6.181857899	6.529724139	8.38294387
DCP2	DCP2	11.06491114	12.47462109	11.74337022
DENND4A	DENND4A	11.45514225	11.19756688	13.10365172
GTF2E1	GTF2E1	9.472280613	9.369302889	9.900068276
PPP1R14B	PPP1R14B	11.58589676	11.38806573	12.5155323
ZDHHC24	ZDHHC24	7.07307042	6.919649947	7.948081001
RASAL1	RASAL1	4.459569324	1.48131961	10.58119116
PP7080	PP7080	8.062558885	7.902923747	8.877554086
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	7.481742933	7.898976182	6.372972986
CCNYL1	CCNYL1	9.64219433	9.117993669	9.419326095
F2R	F2R	7.417228056	7.796467972	10.02873489
ROBO2	ROBO2	1.950065224	0	3.479489271
RAB31	RAB31	5.888331687	7.41233273	8.599831038
CHST14	CHST14	8.18118208	8.464076007	7.36274164
